"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 08, 2013","3,193.87","3,178.06","3,196.89","3,177.18","383.64M","0.91"
"Feb 07, 2013","3,165.13","3,167.44","3,170.42","3,135.98","414.27M","-0.11"
"Feb 06, 2013","3,168.48","3,159.38","3,174.82","3,157.35","414.86M","-0.10"
"Feb 05, 2013","3,171.58","3,140.90","3,178.52","3,136.82","433.50M","1.29"
"Feb 04, 2013","3,131.17","3,161.72","3,169.63","3,130.57","433.02M","-1.51"
"Feb 01, 2013","3,179.10","3,162.94","3,183.14","3,154.91","470.01M","1.18"
"Jan 31, 2013","3,142.13","3,140.67","3,154.18","3,136.82","520.15M","-0.01"
"Jan 30, 2013","3,142.31","3,157.43","3,164.06","3,135.83","439.35M","-0.36"
"Jan 29, 2013","3,153.66","3,149.62","3,156.94","3,133.11","423.35M","-0.02"
"Jan 28, 2013","3,154.30","3,152.17","3,161.83","3,144.89","383.49M","0.15"
"Jan 25, 2013","3,149.71","3,140.65","3,156.20","3,135.86","409.49M","0.62"
"Jan 24, 2013","3,130.38","3,125.67","3,153.56","3,124.45","427.84M","-0.74"
"Jan 23, 2013","3,153.67","3,155.82","3,161.06","3,149.74","359.68M","0.33"
"Jan 22, 2013","3,143.18","3,135.63","3,143.18","3,121.54","379.22M","0.27"
"Jan 18, 2013","3,134.71","3,127.91","3,134.73","3,119.20","486.02M","-0.04"
"Jan 17, 2013","3,136.00","3,130.49","3,144.05","3,125.79","375.20M","0.59"
"Jan 16, 2013","3,117.54","3,110.72","3,124.65","3,106.79","352.34M","0.22"
"Jan 15, 2013","3,110.78","3,101.06","3,112.29","3,093.32","374.30M","-0.22"
"Jan 14, 2013","3,117.50","3,113.65","3,123.48","3,104.08","386.85M","-0.26"
"Jan 11, 2013","3,125.64","3,122.12","3,126.59","3,114.10","342.67M","0.12"
"Jan 10, 2013","3,121.76","3,125.64","3,127.72","3,098.47","353.22M","0.51"
"Jan 09, 2013","3,105.81","3,099.65","3,111.22","3,096.34","353.26M","0.45"
"Jan 08, 2013","3,091.81","3,098.46","3,103.39","3,076.60","372.48M","-0.23"
"Jan 07, 2013","3,098.81","3,089.17","3,102.35","3,083.88","349.04M","-0.09"
"Jan 04, 2013","3,101.66","3,100.88","3,108.44","3,090.81","366.40M","0.04"
"Jan 03, 2013","3,100.57","3,108.49","3,118.18","3,092.28","379.34M","-0.38"
"Jan 02, 2013","3,112.26","3,091.33","3,112.65","3,083.49","482.50M","3.07"
"","","","","","",""
"","Highest:7,003.89","Lowest:3,076.60","Difference:3,927.29","Average:4,815.88","Change %:128.63"
